ENSRNOG00000022483_Trim50,[1],[1],[2],[0],[2],[2]
ENSRNOG00000022491_Wdr76,"[0, 1, 1, 2, 0, 1]","[1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 0, 1]","[0, 1, 1, 1, 0, 1]","[0, 1, 1, 2, 0, 1]","[0, 1, 1, 2, 0, 1]"
ENSRNOG00000022492_Ppial4g,"[1, 1, 1]","[2, 0, 2]","[2, 0, 2]","[1, 1, 1]","[2, 0, 2]","[2, 0, 2]"
ENSRNOG00000022499_Sgo1,[1],[1],[1],[1],[0],[0]
ENSRNOG00000022502_Nsrp1,"[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000022509_AABR07066201.1,"[0, 1, 1]","[0, 0, 0]","[0, 1, 1]","[0, 0, 1]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000022521_Ddias,[0],[0],[0],[0],[0],[0]
ENSRNOG00000022524_Tango6,"[0, 0, 0]","[2, 2, 2]","[1, 1, 1]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000022533_Micall2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000022536_Efcab5,"[2, 2, 2]","[2, 2, 2]","[2, 2, 2]","[1, 1, 1]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000022537_E2f8,[2],[2],[1],[2],[1],[1]
ENSRNOG00000022540_Trex1,[0],[1],[1],[1],[1],[1]
ENSRNOG00000022576_Nudt12,"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[2, 2, 2]","[2, 2, 1]","[1, 1, 0]"
ENSRNOG00000022597_Cenpj,[1],[2],[0],[2],[1],[1]
ENSRNOG00000022598_Trerf1,[2],[2],[2],[0],[1],[1]
ENSRNOG00000022601_LOC100360821,"[0, 0, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 1]","[0, 0, 0, 1, 0, 1]","[1, 1, 1, 2, 1, 3]","[0, 0, 0, 2, 0, 2]","[0, 0, 0, 2, 0, 2]"
ENSRNOG00000022603_Astl,"[2, 0, 0]","[2, 1, 1]","[2, 0, 0]","[2, 0, 0]","[2, 0, 0]","[2, 0, 0]"
ENSRNOG00000022609_Mrps10,[2],[2],[2],[2],[2],[2]
ENSRNOG00000022610_Agbl1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000022615_Tp53i13,"[2, 2]","[2, 2]","[2, 2]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000022637_AABR07052585.1,"[0, 2]","[1, 1]","[2, 2]","[2, 2]","[1, 2]","[1, 2]"
ENSRNOG00000022640_Siglec8,"[1, 1, 1, 1]","[1, 1, 1, 1]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]","[0, 0, 0, 0]"
ENSRNOG00000022660_Ccdc73,[0],[1],[0],[2],[0],[0]
ENSRNOG00000022694_Plekhg5,[1],[1],[0],[1],[1],[1]
ENSRNOG00000022697_Clec14a,[2],[2],[2],[2],[2],[2]
ENSRNOG00000022698_Vsig10,"[1, 1, 1]","[1, 1, 1]","[1, 2, 0]","[1, 1, 0]","[1, 1, 1]","[1, 1, 0]"
ENSRNOG00000022702_Fbxo22,[1],[1],[0],[0],[0],[0]
ENSRNOG00000022703_Mrgprb5,"[1, 1, 1]","[1, 1, 1]","[1, 1, 1]","[2, 2, 2]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000022711_Slco4c1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000022712_Bend7,"[2, 0]","[2, 0]","[2, 0]","[2, 0]","[2, 1]","[2, 0]"
ENSRNOG00000022726_Lrit2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000022729_Mrgprx2l,[1],[1],[1],[2],[1],[1]
ENSRNOG00000022730_Zfp57,"[0, 0, 0, 0, 0, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 2, 1, 1, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ENSRNOG00000022737_LOC691970,[0],[0],[0],[0],[1],[1]
ENSRNOG00000022742_Zfp954,[0],[1],[1],[1],[1],[1]
ENSRNOG00000022753_Mast3,"[1, 1, 0, 1]","[0, 0, 0, 2]","[0, 0, 1, 1]","[2, 2, 0, 0]","[0, 0, 0, 2]","[0, 0, 0, 2]"
ENSRNOG00000022760_Rubcnl,"[0, 0, 2]","[1, 1, 1]","[1, 1, 1]","[0, 0, 2]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000022767_Elfn1,[1],[2],[1],[1],[1],[2]
ENSRNOG00000022771_Arhgap23,[2],[2],[2],[2],[2],[2]
ENSRNOG00000022791_Ttc6,[0],[1],[0],[0],[0],[0]
ENSRNOG00000022792_Lamp3,[2],[1],[0],[2],[2],[2]
ENSRNOG00000022798_LOC685463,"[1, 1]","[0, 1]","[0, 0]","[1, 1]","[0, 0]","[0, 0]"
ENSRNOG00000022800_Sp140,"[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000022802_Tmem184b,[1],[1],[1],[2],[2],[2]
ENSRNOG00000022838_Cnksr1,"[0, 0, 0]","[2, 2, 2]","[1, 1, 1]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]"
ENSRNOG00000022839_Ifit3,[1],[0],[2],[0],[1],[1]
ENSRNOG00000022844_Pdzrn4,[1],[1],[1],[0],[2],[1]
ENSRNOG00000022847_Dopey1,[1],[0],[2],[0],[1],[1]
ENSRNOG00000022857_Wdr92,[0],[2],[0],[1],[0],[0]
ENSRNOG00000022860_Swi5,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000022863_Lingo4,[2],[2],[2],[2],[2],[2]
ENSRNOG00000022884_Cd84,[2],[2],[1],[0],[2],[2]
ENSRNOG00000022893_Rimbp2,[2],[0],[1],[1],[0],[1]
ENSRNOG00000022899_Cdk15,[2],[2],[2],[2],[2],[2]
ENSRNOG00000022911_Hjurp,"[1, 1]","[2, 2]","[1, 1]","[2, 2]","[1, 1]","[1, 1]"
ENSRNOG00000022921_Dact2,"[1, 0]","[0, 0]","[0, 1]","[0, 0]","[0, 1]","[0, 1]"
ENSRNOG00000022932_Serhl2,"[0, 2]","[0, 2]","[0, 2]","[1, 1]","[0, 2]","[1, 1]"
ENSRNOG00000022934_RGD1562399,"[1, 0, 1]","[1, 0, 1]","[0, 0, 1]","[1, 1, 1]","[1, 1, 0]","[1, 0, 1]"
ENSRNOG00000022937_Bpifc,"[1, 1]","[1, 1]","[1, 1]","[1, 1]","[0, 0]","[0, 0]"
ENSRNOG00000022938_Ap4e1,"[2, 0]","[2, 0]","[2, 0]","[2, 0]","[2, 0]","[2, 0]"
ENSRNOG00000022946_Slc22a3,[0],[2],[0],[0],[1],[1]
ENSRNOG00000022955_Vom2r75,[1],[1],[1],[1],[1],[1]
ENSRNOG00000022975_Nfam1,[2],[2],[2],[1],[2],[1]
ENSRNOG00000022988_Skint10,[2],[2],[2],[2],[2],[1]
ENSRNOG00000022994_Nlrp5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
ENSRNOG00000022999_Ppp2r3a,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023007_Col6a6,"[2, 2]","[2, 2]","[2, 2]","[2, 2]","[2, 2]","[2, 2]"
ENSRNOG00000023035_Smim8,[0],[1],[0],[0],[1],[1]
ENSRNOG00000023053_Ice1,"[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000023064_Catsper2,[1],[2],[2],[2],[1],[1]
ENSRNOG00000023085_Pmel,[1],[1],[1],[1],[1],[2]
ENSRNOG00000023089_LOC102548013,[1],[1],[1],[1],[1],[1]
ENSRNOG00000023091_AABR07022046.1,"[2, 2]","[1, 1]","[1, 1]","[0, 0]","[2, 2]","[1, 1]"
ENSRNOG00000023093_Mis18bp1,"[1, 1, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
ENSRNOG00000023094_RGD1561661,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023112_LOC500594,[0],[0],[0],[1],[0],[0]
ENSRNOG00000023129_Mfsd9,[1],[1],[0],[0],[0],[2]
ENSRNOG00000023143_Nlrp1a,"[0, 0, 0, 0, 0, 0, 0, 2, 2, 2, 2, 2, 2, 2, 2]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ENSRNOG00000023176_Kidins220,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023181_RGD1565767,[1],[1],[1],[0],[2],[1]
ENSRNOG00000023202_Usp15,"[0, 0, 0, 1, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]"
ENSRNOG00000023208_RGD1309821,[0],[1],[1],[1],[1],[1]
ENSRNOG00000023213_Dmrtb1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023216_Ccdc17,[1],[1],[1],[1],[2],[2]
ENSRNOG00000023227_AABR07052585.2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023233_LOC102546648,"[1, 1, 1]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000023258_Nfkb1,"[1, 1]","[1, 1]","[1, 1]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000023261_Ube2q2l,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ENSRNOG00000023271_Parl,"[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000023274_Lrrc28,[0],[1],[0],[0],[0],[0]
ENSRNOG00000023286_AABR07049408.1,"[2, 1]","[2, 1]","[2, 1]","[2, 2]","[2, 1]","[2, 1]"
ENSRNOG00000023299_Hfm1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023303_Dpep2,[1],[2],[1],[2],[0],[0]
ENSRNOG00000023309_Anks6,"[0, 0, 0]","[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000023317_Colgalt1,[2],[2],[1],[2],[1],[1]
ENSRNOG00000023318_Tigd3,"[1, 1]","[2, 2]","[1, 1]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000023334_Parp14,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0]"
ENSRNOG00000023342_Prr27,[2],[1],[1],[1],[0],[0]
ENSRNOG00000023365_AABR07013086.1,[1],[1],[1],[0],[1],[0]
ENSRNOG00000023367_Scgb2b2,"[0, 2, 0]","[1, 2, 1]","[0, 2, 0]","[0, 1, 0]","[0, 2, 0]","[0, 2, 0]"
ENSRNOG00000023372_Odam,"[2, 0]","[1, 0]","[2, 1]","[2, 1]","[2, 2]","[2, 2]"
ENSRNOG00000023376_Riok3,"[1, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000023383_Ddx3x,[0],[1],[0],[0],[0],[0]
ENSRNOG00000023393_Nup214,"[2, 2]","[2, 1]","[2, 1]","[2, 1]","[2, 1]","[2, 1]"
ENSRNOG00000023397_LOC100911104,"[1, 1]","[0, 0]","[1, 1]","[1, 1]","[1, 1]","[1, 1]"
ENSRNOG00000023400_Dtx3l,"[0, 2, 2, 2, 0, 2, 2, 2, 2, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 2, 2, 2, 0, 2, 2, 2, 2, 2]","[0, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 1, 1, 1, 1]","[0, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
ENSRNOG00000023404_Slc9b2,"[1, 1]","[1, 1]","[1, 1]","[0, 2]","[0, 2]","[0, 2]"
ENSRNOG00000023410_Apol9a,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023412_Tmem241,"[0, 2]","[1, 1]","[0, 2]","[0, 2]","[0, 2]","[0, 2]"
ENSRNOG00000023418_AABR07014573.1,"[2, 2, 0]","[2, 1, 1]","[2, 2, 1]","[2, 2, 1]","[2, 2, 1]","[2, 2, 1]"
ENSRNOG00000023431_LOC102555635,"[2, 2]","[2, 2]","[2, 2]","[2, 2]","[2, 2]","[2, 2]"
ENSRNOG00000023463_Parp9,"[0, 0, 2, 0, 2, 2, 2]","[1, 0, 0, 0, 0, 0, 0]","[0, 0, 2, 0, 2, 2, 2]","[1, 1, 1, 1, 0, 0, 0]","[0, 1, 2, 1, 1, 1, 1]","[0, 1, 2, 1, 1, 1, 1]"
ENSRNOG00000023465_LOC500300,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023474_Dazl,[1],[1],[0],[0],[0],[0]
ENSRNOG00000023476_Slc16a5,"[1, 1]","[0, 0]","[0, 0]","[2, 2]","[0, 0]","[0, 0]"
ENSRNOG00000023480_Nabp2,[0],[0],[1],[1],[0],[1]
ENSRNOG00000023484_Rpap2,[0],[1],[0],[0],[0],[0]
ENSRNOG00000023494_Tti2,"[1, 2, 2, 2, 2, 2]","[0, 2, 2, 2, 2, 2]","[1, 2, 2, 2, 2, 2]","[1, 2, 1, 1, 1, 1]","[0, 2, 1, 1, 1, 1]","[0, 2, 1, 1, 1, 1]"
ENSRNOG00000023521_Map3k10,[1],[0],[0],[0],[0],[0]
ENSRNOG00000023536_Adgrd1,[2],[0],[1],[1],[0],[1]
ENSRNOG00000023547_AABR07022022.1,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
ENSRNOG00000023548_Sned1,"[2, 0]","[2, 0]","[2, 0]","[2, 1]","[2, 0]","[2, 0]"
ENSRNOG00000023549_Samd5,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023557_RGD1563692,"[2, 2]","[0, 1]","[2, 2]","[1, 2]","[1, 2]","[1, 2]"
ENSRNOG00000023576_RGD1305645,"[1, 2]","[2, 3]","[2, 3]","[2, 3]","[2, 3]","[2, 2]"
ENSRNOG00000023577_Gigyf2,"[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000023578_Prol1,"[0, 0, 0]","[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000023579_Tet2,"[1, 1, 2]","[0, 2, 2]","[0, 1, 2]","[0, 2, 2]","[0, 2, 2]","[1, 1, 2]"
ENSRNOG00000023588_Dmgdh,"[1, 0, 1, 1, 1, 1]","[0, 1, 0, 0, 0, 0]","[1, 0, 1, 1, 1, 1]","[1, 0, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0]","[1, 0, 1, 1, 1, 1]"
ENSRNOG00000023603_Amer3,"[2, 2]","[2, 2]","[0, 0]","[1, 1]","[2, 2]","[2, 2]"
ENSRNOG00000023612_Doxl1,"[1, 1, 0, 0, 0]","[1, 1, 1, 1, 1]","[0, 0, 0, 0, 0]","[0, 0, 0, 0, 0]","[2, 1, 1, 1, 1]","[2, 1, 1, 1, 1]"
ENSRNOG00000023628_Tmem106a,[2],[0],[0],[1],[0],[0]
ENSRNOG00000023657_Gprin3,[2],[1],[1],[2],[1],[1]
ENSRNOG00000023659_Raet1d,"[1, 1, 1, 3]","[0, 1, 0, 2]","[1, 1, 1, 3]","[1, 1, 1, 3]","[1, 1, 1, 3]","[1, 1, 1, 3]"
ENSRNOG00000023686_Upk3b,[1],[1],[0],[1],[1],[2]
ENSRNOG00000023700_RGD1311847,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023708_Tmem176a,"[1, 1]","[1, 0]","[2, 0]","[2, 0]","[1, 0]","[1, 0]"
ENSRNOG00000023712_Stox1,"[0, 0]","[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000023720_Ntm,[0],[0],[2],[1],[1],[1]
ENSRNOG00000023733_RGD1560821,[0],[0],[0],[1],[0],[0]
ENSRNOG00000023746_Tmem39b,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023753_Afdn,"[1, 2]","[0, 2]","[1, 2]","[1, 2]","[1, 2]","[1, 2]"
ENSRNOG00000023762_AABR07056845.1,[1],[0],[2],[1],[1],[1]
ENSRNOG00000023768_Rundc1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023778_Gcnt2,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023794_Mei4,"[0, 0]","[1, 1]","[0, 0]","[0, 0]","[0, 0]","[0, 0]"
ENSRNOG00000023799_Pak1ip1,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023803_Cmya5,"[0, 0, 1, 1, 0, 0, 0, 0, 2, 2, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0]","[1, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 1, 1, 0]","[0, 1, 0, 0, 1, 1, 1, 1, 2, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 1, 1, 0, 1, 0, 2, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]","[0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 1, 1, 0]","[0, 0, 0, 0, 2, 0, 2, 0, 2, 0, 2, 0, 2, 0, 0, 0, 0, 0, 1, 1, 1, 2, 2, 1, 1, 0]"
ENSRNOG00000023812_Raver2,[1],[1],[1],[2],[0],[1]
ENSRNOG00000023847_Nlrp14,"[0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ENSRNOG00000023850_Tbrg1,[1],[0],[1],[0],[0],[0]
ENSRNOG00000023851_Igsf3,[2],[2],[1],[1],[1],[1]
ENSRNOG00000023856_Agxt,"[0, 2, 2, 2, 2]","[1, 0, 1, 1, 1]","[0, 2, 2, 2, 2]","[2, 0, 1, 1, 1]","[1, 1, 2, 2, 2]","[1, 1, 2, 2, 2]"
ENSRNOG00000023861_Snap91,"[0, 1]","[1, 0]","[0, 0]","[0, 1]","[1, 1]","[1, 1]"
ENSRNOG00000023870_Sh2d7,"[1, 1, 1]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]","[0, 0, 0]"
ENSRNOG00000023910_Man2b1,[2],[0],[1],[0],[1],[1]
ENSRNOG00000023923_Fastkd2,"[0, 0]","[0, 1]","[1, 0]","[1, 0]","[2, 0]","[0, 0]"
ENSRNOG00000023937_Mfsd7,"[0, 0]","[0, 0]","[0, 0]","[1, 1]","[0, 0]","[0, 0]"
ENSRNOG00000023943_Gbp1,"[1, 1, 1, 1, 1]","[0, 1, 1, 3, 1]","[0, 1, 1, 3, 1]","[0, 1, 1, 3, 1]","[0, 1, 1, 3, 1]","[0, 1, 1, 3, 1]"
ENSRNOG00000023960_LOC291543,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023965_Arhgef38,[2],[2],[2],[2],[2],[2]
ENSRNOG00000023968_Fancf,[2],[0],[2],[0],[0],[0]
ENSRNOG00000023991_Rab20,[0],[0],[0],[0],[0],[0]
ENSRNOG00000023993_Kif1a,[2],[1],[2],[2],[2],[2]
ENSRNOG00000024000_Cd22,[2],[2],[2],[2],[1],[1]
ENSRNOG00000024009_Ffar1,[0],[1],[0],[0],[0],[0]
ENSRNOG00000024012_Pex10,[2],[2],[1],[1],[2],[2]
ENSRNOG00000024016_Cyp2c6v1,"[1, 0, 1, 1, 1, 1, 0, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 1, 1, 1, 1, 1, 1, 1, 1]"
ENSRNOG00000024030_Gpr35,"[2, 2, 2, 2]","[1, 1, 0, 1]","[2, 2, 2, 2]","[1, 1, 0, 2]","[2, 2, 1, 2]","[2, 2, 1, 2]"
ENSRNOG00000024043_Orc6,"[2, 0, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
ENSRNOG00000024056_Dzf17,[1],[1],[0],[0],[0],[0]
ENSRNOG00000024065_Zfp575,[2],[1],[2],[2],[0],[0]
ENSRNOG00000024077_Fbxo5,"[1, 1, 1, 0, 0, 0, 0, 0, 0]","[1, 1, 1, 1, 1, 1, 1, 1, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0]"
ENSRNOG00000024082_Gldn,"[0, 0, 1]","[1, 1, 1]","[2, 2, 2]","[2, 2, 2]","[1, 1, 1]","[1, 1, 1]"
ENSRNOG00000024089_Fndc3b,[0],[0],[1],[0],[1],[1]
ENSRNOG00000024114_Zdbf2,[0],[1],[0],[0],[0],[0]
